运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级
WLYD3916345,深圳天河区,广州鼓楼区,吴静,EMP_098,周静贸易公司,顺丰速运,食品,合同物流,2057kg,2.64m³,2193元,3155元,2026-10-28 11:45,2026-06-03 04:53,2026-10-28 11:45,2026-08-04 12:38,已退回,王娜,1415km,朝阳网点,南山网点,虚假签收,低
WLYD8272695,广州鼓楼区,深圳鼓楼区,王强,EMP_085,王静贸易公司,顺丰速运,服装,零担,4551kg,5.64m³,4836元,2825元,2026-10-19 02:54,2026-07-05 22:39,2026-10-19 02:54,2026-06-08 14:17,已签收,周洋,594km,南山网点,鼓楼网点,虚假签收,高
WLYD4780566,广州鼓楼区,北京南山区,周敏,EMP_025,杨强贸易公司,顺丰速运,电子产品,零担,4137kg,0.83m³,4076元,4635元,2026-07-22 12:52,2025-08-02 11:41,2026-07-22 12:52,2025-02-07 21:01,派送中,刘秀英,1130km,南山网点,余杭网点,路线异常,高
WLYD5907215,北京浦东新区,上海南山区,陈静,EMP_017,吴静贸易公司,顺丰速运,服装,整车,4485kg,3.11m³,3066元,3639元,2025-12-12 01:21,2025-06-09 20:08,2025-12-12 01:21,2026-08-24 13:50,已签收,黄洋,1720km,鼓楼网点,天河网点,路线异常,中
WLYD9984708,上海南山区,南京南山区,陈伟,EMP_031,赵伟贸易公司,顺丰速运,服装,整车,3195kg,6.30m³,3703元,4218元,2026-01-10 12:50,2025-07-24 21:03,2026-01-10 12:50,2025-08-19 12:36,已签收,吴磊,722km,浦东网点,天河网点,路线异常,中
WLYD4586549,北京鼓楼区,广州浦东新区,赵洋,EMP_006,陈秀英贸易公司,顺丰速运,电子产品,整车,671kg,0.03m³,3192元,96元,2025-01-26 21:26,2026-05-24 01:45,2025-01-26 21:26,2025-07-01 12:32,已退回,陈娜,1034km,鼓楼网点,浦东网点,运费异常,中
WLYD8461333,北京浦东新区,广州余杭区,周丽,EMP_087,周强贸易公司,顺丰速运,电子产品,合同物流,1366kg,1.55m³,4413元,993元,2026-07-04 15:47,2026-10-22 10:17,2026-07-04 15:47,2025-01-06 00:04,已退回,刘娜,486km,南山网点,天河网点,未及时签收,低
WLYD1888735,上海浦东新区,杭州鼓楼区,黄芳,EMP_024,吴丽贸易公司,顺丰速运,服装,整车,2368kg,4.07m³,1395元,1724元,2026-09-03 04:38,2026-08-16 22:17,2026-09-03 04:38,2026-07-03 17:58,已退回,黄伟,1223km,余杭网点,鼓楼网点,虚假签收,低
WLYD1408731,深圳鼓楼区,上海朝阳区,刘芳,EMP_079,王强贸易公司,顺丰速运,电子产品,零担,1937kg,6.00m³,4537元,204元,2025-02-16 20:18,2026-04-09 22:27,2025-02-16 20:18,2026-04-02 22:13,已签收,周娜,601km,天河网点,天河网点,未及时签收,中
WLYD1867217,杭州余杭区,杭州鼓楼区,赵芳,EMP_086,王强贸易公司,顺丰速运,电子产品,合同物流,1830kg,4.62m³,675元,1454元,2026-03-27 07:08,2025-10-14 11:50,2026-03-27 07:08,2026-04-23 01:29,已签收,张丽,1143km,余杭网点,朝阳网点,包装破损,中
WLYD4409828,杭州余杭区,杭州天河区,赵敏,EMP_003,赵强贸易公司,顺丰速运,电子产品,零担,2091kg,0.26m³,3455元,935元,2025-01-12 20:41,2026-07-07 13:50,2025-01-12 20:41,2025-12-25 07:42,已退回,李秀英,707km,鼓楼网点,南山网点,包装破损,中
WLYD3526206,南京天河区,杭州鼓楼区,周秀英,EMP_074,陈敏贸易公司,顺丰速运,化工品,零担,4748kg,4.06m³,507元,2652元,2025-11-05 19:07,2026-06-14 00:15,2025-11-05 19:07,2026-05-03 02:47,派送中,刘磊,1004km,天河网点,鼓楼网点,超时派送,中
WLYD4566174,广州余杭区,上海鼓楼区,杨伟,EMP_004,黄伟贸易公司,顺丰速运,化工品,零担,2014kg,1.45m³,4767元,4484元,2026-04-20 15:51,2026-06-14 18:38,2026-04-20 15:51,2026-08-07 18:24,已签收,陈丽,1736km,余杭网点,鼓楼网点,未及时签收,中
WLYD3892634,上海余杭区,南京余杭区,吴芳,EMP_035,陈洋贸易公司,顺丰速运,化工品,整车,4533kg,0.47m³,363元,1732元,2025-04-07 14:05,2026-04-08 14:06,2025-04-07 14:05,2025-02-08 21:10,已退回,杨敏,54km,天河网点,余杭网点,重量异常,高
WLYD2047029,杭州浦东新区,北京天河区,张静,EMP_073,吴伟贸易公司,顺丰速运,化工品,整车,886kg,2.96m³,3359元,4490元,2025-02-26 01:27,2026-05-04 16:39,2025-02-26 01:27,2026-07-21 06:49,已签收,周伟,797km,鼓楼网点,余杭网点,重量异常,中
WLYD8740099,广州朝阳区,杭州鼓楼区,张娜,EMP_029,周芳贸易公司,顺丰速运,食品,整车,4225kg,0.88m³,943元,3883元,2026-01-21 17:38,2025-01-13 00:04,2026-01-21 17:38,2026-10-21 09:00,已退回,黄秀英,1955km,浦东网点,天河网点,重量异常,中
WLYD4441348,南京南山区,广州余杭区,张静,EMP_022,张娜贸易公司,顺丰速运,食品,整车,1939kg,8.03m³,2564元,1603元,2026-12-17 11:37,2026-01-26 08:11,2026-12-17 11:37,2025-09-23 17:33,已退回,刘芳,486km,余杭网点,余杭网点,运费异常,低
WLYD1141512,上海鼓楼区,上海南山区,周娜,EMP_008,吴秀英贸易公司,顺丰速运,电子产品,整车,150kg,9.13m³,2021元,1172元,2026-05-26 13:17,2026-09-11 06:45,2026-05-26 13:17,2025-06-16 14:25,已退回,吴伟,1687km,南山网点,南山网点,货物损坏,高
WLYD9464912,杭州余杭区,北京南山区,张芳,EMP_060,赵丽贸易公司,顺丰速运,电子产品,合同物流,346kg,6.50m³,1357元,4554元,2026-07-20 00:43,2025-12-21 08:12,2026-07-20 00:43,2025-04-28 23:37,已签收,黄丽,1164km,鼓楼网点,南山网点,运费异常,高
WLYD1270427,广州朝阳区,南京余杭区,黄敏,EMP_093,张强贸易公司,顺丰速运,服装,零担,43kg,1.23m³,1914元,3780元,2025-04-16 13:09,2025-06-28 19:11,2025-04-16 13:09,2025-01-12 07:56,派送中,黄强,1336km,鼓楼网点,朝阳网点,超时派送,低
WLYD9332828,杭州余杭区,广州浦东新区,王伟,EMP_077,吴伟贸易公司,顺丰速运,化工品,合同物流,2387kg,9.32m³,2226元,834元,2026-01-12 10:51,2026-01-10 13:42,2026-01-12 10:51,2025-01-02 11:54,派送中,陈娜,118km,朝阳网点,天河网点,未及时签收,低
WLYD1269960,南京南山区,深圳鼓楼区,黄强,EMP_061,刘磊贸易公司,顺丰速运,电子产品,整车,2258kg,7.94m³,4154元,1203元,2026-06-22 12:27,2025-08-02 17:08,2026-06-22 12:27,2026-01-06 00:13,已退回,吴丽,741km,余杭网点,浦东网点,路线异常,中
WLYD9543118,广州浦东新区,上海鼓楼区,王秀英,EMP_072,刘敏贸易公司,顺丰速运,食品,合同物流,4290kg,7.35m³,2850元,2844元,2025-09-07 05:56,2026-07-05 22:20,2025-09-07 05:56,2025-11-02 06:17,已退回,吴洋,1612km,天河网点,鼓楼网点,货物损坏,低
WLYD8456276,深圳鼓楼区,杭州朝阳区,吴敏,EMP_006,吴伟贸易公司,顺丰速运,食品,整车,244kg,5.04m³,1083元,337元,2025-01-25 04:33,2025-12-19 03:06,2025-01-25 04:33,2026-09-04 13:22,已签收,周静,733km,余杭网点,浦东网点,虚假签收,低
WLYD5750801,北京天河区,深圳浦东新区,张丽,EMP_098,李芳贸易公司,顺丰速运,服装,零担,2186kg,9.66m³,1771元,3293元,2026-08-14 16:50,2026-10-17 09:11,2026-08-14 16:50,2025-12-25 01:58,派送中,张磊,1902km,鼓楼网点,浦东网点,虚假签收,中
WLYD9673049,深圳余杭区,广州浦东新区,张伟,EMP_078,李强贸易公司,顺丰速运,建材,零担,2504kg,7.80m³,4305元,1267元,2026-12-21 04:17,2026-02-02 10:57,2026-12-21 04:17,2025-09-19 05:36,已退回,杨丽,306km,朝阳网点,余杭网点,运费异常,高
WLYD1198839,杭州朝阳区,深圳浦东新区,黄敏,EMP_017,李伟贸易公司,顺丰速运,服装,零担,4699kg,3.40m³,3003元,2196元,2026-01-20 06:58,2025-01-27 03:04,2026-01-20 06:58,2026-06-25 06:53,已退回,张伟,920km,鼓楼网点,朝阳网点,运费异常,高
WLYD4622550,杭州鼓楼区,南京鼓楼区,王强,EMP_004,周洋贸易公司,顺丰速运,服装,整车,3503kg,3.80m³,3867元,4139元,2025-03-06 12:12,2025-01-07 17:41,2025-03-06 12:12,2025-01-04 07:07,已退回,王伟,1704km,鼓楼网点,余杭网点,路线异常,中
WLYD4761566,上海鼓楼区,上海南山区,刘伟,EMP_089,周丽贸易公司,顺丰速运,化工品,零担,3384kg,4.17m³,3998元,356元,2026-10-10 18:06,2026-04-21 03:24,2026-10-10 18:06,2026-02-25 05:38,派送中,陈伟,127km,浦东网点,南山网点,运费异常,低
WLYD4044078,深圳鼓楼区,上海南山区,赵强,EMP_066,张敏贸易公司,顺丰速运,食品,合同物流,462kg,1.42m³,4678元,4476元,2026-09-23 09:46,2026-09-14 02:30,2026-09-23 09:46,2026-03-02 21:47,派送中,吴敏,1673km,天河网点,天河网点,路线异常,低
WLYD3705302,杭州南山区,杭州余杭区,赵静,EMP_039,李洋贸易公司,顺丰速运,建材,零担,976kg,4.80m³,619元,2619元,2025-04-13 09:54,2026-04-18 20:32,2025-04-13 09:54,2026-06-16 01:51,已退回,刘丽,1623km,浦东网点,余杭网点,虚假签收,高
WLYD5198305,深圳南山区,广州鼓楼区,周芳,EMP_042,陈丽贸易公司,顺丰速运,电子产品,整车,867kg,6.04m³,4362元,936元,2026-10-15 21:46,2026-01-14 08:24,2026-10-15 21:46,2026-03-16 21:33,已签收,王洋,1666km,天河网点,南山网点,虚假签收,中
WLYD9370114,上海鼓楼区,深圳鼓楼区,赵娜,EMP_032,吴强贸易公司,顺丰速运,食品,合同物流,3944kg,5.18m³,3962元,4016元,2025-06-16 05:07,2026-05-14 04:10,2025-06-16 05:07,2025-11-13 12:02,已签收,赵娜,1857km,朝阳网点,浦东网点,重量异常,高
WLYD6676017,广州余杭区,杭州南山区,张静,EMP_036,吴芳贸易公司,顺丰速运,食品,零担,2627kg,9.07m³,4391元,1251元,2026-07-11 03:25,2026-07-14 07:08,2026-07-11 03:25,2025-11-28 21:17,已签收,周静,1318km,浦东网点,南山网点,货物损坏,中
WLYD6062618,上海朝阳区,杭州浦东新区,李静,EMP_041,刘娜贸易公司,顺丰速运,服装,整车,4354kg,5.63m³,1552元,972元,2025-10-01 22:50,2025-07-15 00:25,2025-10-01 22:50,2025-05-28 12:05,已签收,陈静,718km,余杭网点,浦东网点,虚假签收,中
WLYD4083701,南京浦东新区,上海南山区,刘静,EMP_074,赵伟贸易公司,顺丰速运,化工品,合同物流,1370kg,5.81m³,1197元,2388元,2025-09-27 16:32,2026-06-25 03:22,2025-09-27 16:32,2026-09-22 16:04,已退回,李静,753km,南山网点,余杭网点,运费异常,高
WLYD3859558,南京余杭区,杭州天河区,李强,EMP_008,黄洋贸易公司,顺丰速运,化工品,合同物流,3701kg,2.43m³,233元,2648元,2025-05-05 13:04,2026-09-06 15:47,2025-05-05 13:04,2025-09-21 10:23,已退回,李娜,1198km,余杭网点,鼓楼网点,路线异常,低
WLYD2853280,南京鼓楼区,深圳鼓楼区,赵敏,EMP_008,刘秀英贸易公司,顺丰速运,化工品,整车,4541kg,8.25m³,4436元,3235元,2025-09-01 02:42,2025-05-16 07:43,2025-09-01 02:42,2026-06-05 14:06,派送中,吴丽,395km,浦东网点,朝阳网点,包装破损,中
WLYD8941298,上海天河区,南京浦东新区,赵静,EMP_051,陈磊贸易公司,顺丰速运,食品,整车,1736kg,8.43m³,2932元,161元,2025-09-11 02:09,2025-08-18 18:31,2025-09-11 02:09,2026-12-06 02:41,已退回,李秀英,364km,浦东网点,浦东网点,虚假签收,高
WLYD5332699,杭州南山区,杭州南山区,周静,EMP_065,周丽贸易公司,顺丰速运,建材,合同物流,4081kg,2.85m³,1550元,394元,2025-08-24 13:09,2025-11-21 18:28,2025-08-24 13:09,2026-11-18 13:07,已退回,吴娜,1540km,朝阳网点,天河网点,虚假签收,高
WLYD1286621,杭州天河区,北京浦东新区,张娜,EMP_058,赵磊贸易公司,顺丰速运,食品,整车,2054kg,5.70m³,3672元,3976元,2025-04-22 03:06,2026-10-28 21:17,2025-04-22 03:06,2026-04-02 02:36,已退回,李敏,584km,鼓楼网点,朝阳网点,货物损坏,低
WLYD2928170,深圳朝阳区,深圳朝阳区,赵磊,EMP_070,杨洋贸易公司,顺丰速运,电子产品,整车,348kg,6.93m³,3106元,3365元,2025-06-13 05:51,2026-06-15 04:12,2025-06-13 05:51,2025-01-28 20:01,已退回,吴秀英,212km,天河网点,南山网点,重量异常,高
WLYD2968507,南京天河区,广州朝阳区,吴强,EMP_035,刘娜贸易公司,顺丰速运,服装,零担,4631kg,9.83m³,1811元,924元,2026-10-20 15:48,2026-07-19 15:50,2026-10-20 15:48,2026-07-23 15:57,已退回,陈静,514km,余杭网点,余杭网点,路线异常,低
WLYD8554603,南京南山区,上海浦东新区,陈丽,EMP_072,周敏贸易公司,顺丰速运,建材,整车,195kg,6.19m³,618元,3647元,2026-09-20 10:44,2025-05-27 04:41,2026-09-20 10:44,2026-10-22 08:59,已签收,杨丽,264km,南山网点,鼓楼网点,重量异常,高
WLYD1708858,广州南山区,广州天河区,周洋,EMP_087,陈静贸易公司,顺丰速运,电子产品,零担,890kg,0.77m³,3035元,3331元,2026-08-13 06:45,2026-06-23 18:24,2026-08-13 06:45,2026-12-10 14:55,已退回,黄伟,818km,浦东网点,浦东网点,未及时签收,高
WLYD6727970,杭州南山区,杭州鼓楼区,赵娜,EMP_008,黄丽贸易公司,顺丰速运,食品,零担,305kg,4.02m³,4867元,3693元,2025-02-06 13:59,2026-03-27 07:27,2025-02-06 13:59,2025-05-17 13:15,已退回,刘秀英,1646km,余杭网点,浦东网点,包装破损,中
WLYD4579963,深圳余杭区,深圳余杭区,赵丽,EMP_086,王娜贸易公司,顺丰速运,食品,整车,4218kg,4.32m³,3153元,2480元,2026-05-21 07:14,2026-06-06 06:19,2026-05-21 07:14,2026-10-28 22:00,已退回,赵丽,1137km,余杭网点,浦东网点,路线异常,中
WLYD3037255,南京余杭区,上海朝阳区,杨敏,EMP_057,吴静贸易公司,顺丰速运,电子产品,整车,300kg,5.36m³,387元,2989元,2026-12-01 04:23,2026-03-02 17:05,2026-12-01 04:23,2026-11-28 13:06,派送中,张娜,1818km,鼓楼网点,南山网点,路线异常,高
WLYD5634268,杭州鼓楼区,北京朝阳区,张伟,EMP_099,刘芳贸易公司,顺丰速运,服装,合同物流,2438kg,3.18m³,924元,4425元,2026-07-07 09:34,2025-05-23 11:22,2026-07-07 09:34,2025-04-05 06:41,已退回,李芳,208km,朝阳网点,天河网点,未及时签收,中
WLYD2390670,杭州南山区,上海朝阳区,黄丽,EMP_064,张磊贸易公司,顺丰速运,建材,零担,2561kg,8.56m³,2136元,1744元,2026-05-18 14:56,2025-03-26 20:20,2026-05-18 14:56,2026-04-26 01:12,已签收,吴敏,516km,朝阳网点,鼓楼网点,未及时签收,中
WLYD5661532,广州南山区,上海天河区,刘静,EMP_071,张洋贸易公司,顺丰速运,化工品,零担,1869kg,1.37m³,4736元,165元,2025-06-03 22:10,2026-10-18 19:54,2025-06-03 22:10,2025-04-02 18:56,已退回,刘洋,155km,南山网点,余杭网点,超时派送,高
WLYD4723932,北京朝阳区,北京天河区,周敏,EMP_034,周敏贸易公司,顺丰速运,建材,合同物流,935kg,9.65m³,143元,4390元,2025-06-18 08:50,2026-09-20 17:28,2025-06-18 08:50,2026-08-20 04:51,派送中,陈伟,102km,南山网点,南山网点,货物损坏,中
WLYD8511697,杭州鼓楼区,深圳朝阳区,张芳,EMP_075,王敏贸易公司,顺丰速运,食品,合同物流,1604kg,2.30m³,1896元,3203元,2025-05-16 02:41,2025-12-28 20:58,2025-05-16 02:41,2026-11-21 05:51,已退回,陈磊,1241km,朝阳网点,朝阳网点,未及时签收,中
WLYD4353436,上海南山区,深圳朝阳区,刘静,EMP_072,杨芳贸易公司,顺丰速运,建材,零担,2491kg,4.76m³,3275元,4383元,2025-05-01 07:44,2025-04-06 05:31,2025-05-01 07:44,2026-11-11 17:00,已签收,王丽,1550km,浦东网点,朝阳网点,超时派送,中
WLYD9386771,广州朝阳区,北京鼓楼区,杨娜,EMP_021,李磊贸易公司,顺丰速运,食品,零担,2367kg,0.58m³,4480元,1310元,2026-01-13 19:54,2026-11-14 08:09,2026-01-13 19:54,2025-06-12 10:17,已签收,李丽,1227km,鼓楼网点,鼓楼网点,货物损坏,高
WLYD5062192,深圳浦东新区,杭州朝阳区,杨伟,EMP_085,李强贸易公司,顺丰速运,电子产品,整车,2125kg,3.87m³,2516元,4367元,2026-05-13 14:28,2025-02-01 12:16,2026-05-13 14:28,2026-04-08 22:43,已退回,李敏,1977km,鼓楼网点,天河网点,路线异常,中
WLYD6086955,杭州余杭区,北京浦东新区,赵洋,EMP_100,张强贸易公司,顺丰速运,食品,合同物流,3671kg,8.82m³,2231元,1738元,2026-03-07 00:23,2026-09-20 00:00,2026-03-07 00:23,2025-02-15 00:53,已退回,陈强,1311km,朝阳网点,浦东网点,货物损坏,中
WLYD4807802,杭州浦东新区,南京鼓楼区,王洋,EMP_042,陈伟贸易公司,顺丰速运,电子产品,整车,271kg,4.26m³,3519元,2570元,2025-02-27 03:18,2025-12-28 00:48,2025-02-27 03:18,2026-09-03 16:07,已退回,吴强,1887km,余杭网点,朝阳网点,包装破损,高
WLYD8387427,深圳天河区,深圳余杭区,周磊,EMP_050,黄磊贸易公司,顺丰速运,建材,整车,4357kg,2.60m³,1981元,1843元,2026-10-25 10:30,2025-09-24 12:23,2026-10-25 10:30,2025-02-22 12:02,派送中,赵磊,1579km,朝阳网点,余杭网点,重量异常,高
WLYD2478693,上海天河区,北京鼓楼区,杨静,EMP_064,杨敏贸易公司,顺丰速运,食品,整车,965kg,7.61m³,3702元,1507元,2026-10-11 07:03,2026-12-16 06:06,2026-10-11 07:03,2025-05-07 23:58,派送中,陈静,577km,南山网点,南山网点,未及时签收,高
WLYD2205505,上海天河区,南京鼓楼区,黄敏,EMP_064,刘秀英贸易公司,顺丰速运,化工品,整车,2713kg,6.39m³,606元,2221元,2025-12-26 18:06,2026-06-21 02:57,2025-12-26 18:06,2025-03-16 19:26,派送中,赵芳,1406km,南山网点,浦东网点,重量异常,中
WLYD2345099,杭州南山区,北京南山区,王洋,EMP_049,周静贸易公司,顺丰速运,建材,合同物流,2538kg,9.63m³,3023元,551元,2025-12-01 05:34,2025-05-12 13:06,2025-12-01 05:34,2026-05-21 08:53,已签收,周芳,1796km,天河网点,朝阳网点,路线异常,中
WLYD1554837,杭州天河区,南京鼓楼区,张洋,EMP_026,李丽贸易公司,顺丰速运,化工品,合同物流,153kg,1.33m³,4389元,2618元,2025-08-27 13:34,2025-12-13 19:12,2025-08-27 13:34,2026-06-06 15:21,已退回,王静,1634km,天河网点,余杭网点,未及时签收,低
WLYD5176871,北京南山区,上海南山区,吴秀英,EMP_077,张静贸易公司,顺丰速运,食品,合同物流,2071kg,2.15m³,1907元,796元,2025-02-09 13:02,2026-03-15 19:59,2025-02-09 13:02,2025-04-05 16:20,已退回,陈强,1781km,浦东网点,天河网点,超时派送,高
WLYD7688405,广州南山区,深圳余杭区,杨洋,EMP_041,陈秀英贸易公司,顺丰速运,化工品,零担,1429kg,9.52m³,342元,252元,2026-03-18 01:32,2026-01-25 11:08,2026-03-18 01:32,2026-04-07 00:02,已签收,王洋,1117km,余杭网点,余杭网点,未及时签收,低
WLYD2446697,南京余杭区,北京天河区,王丽,EMP_048,陈磊贸易公司,顺丰速运,化工品,整车,661kg,5.77m³,870元,2237元,2026-02-09 13:40,2026-07-12 03:26,2026-02-09 13:40,2026-06-04 23:32,已签收,刘丽,90km,南山网点,余杭网点,包装破损,高
WLYD7367695,深圳南山区,上海浦东新区,李伟,EMP_024,黄磊贸易公司,顺丰速运,建材,整车,4954kg,4.39m³,725元,347元,2026-12-21 16:57,2025-11-28 22:30,2026-12-21 16:57,2026-11-15 21:06,已退回,黄强,1605km,天河网点,浦东网点,虚假签收,高
WLYD9321497,北京朝阳区,上海南山区,杨秀英,EMP_080,吴丽贸易公司,顺丰速运,化工品,零担,726kg,2.09m³,4114元,531元,2026-04-03 03:03,2026-08-24 10:27,2026-04-03 03:03,2025-06-15 13:42,派送中,赵强,1422km,朝阳网点,朝阳网点,货物损坏,中
WLYD6572608,深圳南山区,杭州天河区,杨娜,EMP_086,赵洋贸易公司,顺丰速运,电子产品,整车,2544kg,9.49m³,1300元,2862元,2025-05-15 23:12,2025-01-13 18:06,2025-05-15 23:12,2025-10-13 20:48,派送中,赵丽,602km,朝阳网点,南山网点,路线异常,高
WLYD2883197,深圳朝阳区,北京南山区,刘敏,EMP_099,刘伟贸易公司,顺丰速运,建材,整车,2991kg,0.25m³,4212元,3559元,2026-01-22 18:47,2026-07-13 21:05,2026-01-22 18:47,2026-05-07 12:46,已退回,吴磊,1172km,朝阳网点,余杭网点,货物损坏,低
WLYD5477460,南京天河区,北京鼓楼区,陈静,EMP_072,李洋贸易公司,顺丰速运,电子产品,合同物流,4472kg,6.76m³,4806元,4110元,2026-03-15 16:24,2026-01-14 00:23,2026-03-15 16:24,2026-06-15 06:59,已退回,杨娜,521km,天河网点,朝阳网点,包装破损,高
WLYD4347859,广州鼓楼区,杭州余杭区,黄芳,EMP_100,陈娜贸易公司,顺丰速运,化工品,零担,543kg,5.75m³,3222元,3865元,2025-06-19 02:53,2025-01-02 12:17,2025-06-19 02:53,2026-01-20 16:41,已退回,杨洋,1846km,南山网点,天河网点,虚假签收,中
WLYD1466462,上海浦东新区,深圳朝阳区,赵强,EMP_004,刘强贸易公司,顺丰速运,食品,整车,4214kg,7.17m³,1902元,3621元,2025-05-23 21:55,2026-09-21 13:06,2025-05-23 21:55,2025-01-02 05:37,派送中,刘磊,934km,浦东网点,余杭网点,超时派送,中
WLYD1226339,南京朝阳区,杭州天河区,刘娜,EMP_032,刘秀英贸易公司,顺丰速运,电子产品,零担,4379kg,7.61m³,1646元,1299元,2026-10-02 17:56,2026-06-09 06:16,2026-10-02 17:56,2026-10-23 19:00,已签收,刘静,1645km,朝阳网点,南山网点,路线异常,高
WLYD5303428,上海浦东新区,广州天河区,杨静,EMP_011,张娜贸易公司,顺丰速运,服装,合同物流,4669kg,1.96m³,1649元,1079元,2025-08-28 21:52,2026-05-27 15:56,2025-08-28 21:52,2026-09-05 16:01,派送中,赵丽,612km,南山网点,余杭网点,包装破损,低
WLYD3975492,上海鼓楼区,南京余杭区,周芳,EMP_043,杨敏贸易公司,顺丰速运,服装,整车,4068kg,6.24m³,1399元,1789元,2025-01-24 14:51,2025-07-16 16:55,2025-01-24 14:51,2025-07-19 07:17,派送中,周敏,390km,余杭网点,南山网点,货物损坏,低
WLYD8510864,杭州浦东新区,广州余杭区,杨静,EMP_052,吴伟贸易公司,顺丰速运,化工品,合同物流,1369kg,9.17m³,2482元,4621元,2026-06-03 00:31,2026-01-01 15:47,2026-06-03 00:31,2025-03-16 09:48,已退回,王娜,166km,朝阳网点,余杭网点,虚假签收,低
WLYD7080398,上海南山区,南京鼓楼区,杨秀英,EMP_018,陈洋贸易公司,顺丰速运,化工品,零担,2351kg,5.76m³,3453元,1790元,2026-04-18 08:24,2025-08-03 19:06,2026-04-18 08:24,2025-04-11 06:11,已退回,赵洋,207km,余杭网点,鼓楼网点,包装破损,低
WLYD2193915,深圳朝阳区,深圳朝阳区,赵强,EMP_004,周强贸易公司,顺丰速运,化工品,零担,2710kg,3.07m³,1274元,2655元,2026-10-28 09:02,2025-11-25 09:19,2026-10-28 09:02,2026-05-06 10:52,已退回,杨娜,1520km,南山网点,南山网点,重量异常,中
WLYD7766259,北京鼓楼区,杭州鼓楼区,吴静,EMP_040,吴磊贸易公司,顺丰速运,电子产品,整车,4577kg,1.73m³,2568元,1932元,2025-05-13 02:48,2025-11-14 13:06,2025-05-13 02:48,2026-06-06 04:29,已退回,黄磊,1607km,天河网点,朝阳网点,重量异常,低
WLYD5235568,上海南山区,广州南山区,吴静,EMP_052,刘洋贸易公司,顺丰速运,食品,零担,1494kg,9.26m³,4023元,774元,2026-10-21 08:04,2025-02-02 15:45,2026-10-21 08:04,2026-02-03 07:39,已签收,张敏,644km,天河网点,鼓楼网点,包装破损,中
WLYD6156471,杭州朝阳区,上海南山区,赵秀英,EMP_086,杨强贸易公司,顺丰速运,电子产品,合同物流,1586kg,6.07m³,1453元,3193元,2025-11-15 06:34,2026-02-27 22:27,2025-11-15 06:34,2025-06-10 13:00,已退回,陈敏,1500km,天河网点,朝阳网点,路线异常,高
WLYD9356960,南京天河区,杭州余杭区,黄娜,EMP_083,赵娜贸易公司,顺丰速运,建材,零担,4421kg,9.14m³,3573元,1815元,2025-04-11 03:01,2026-07-13 13:46,2025-04-11 03:01,2025-08-27 02:12,已签收,赵敏,1028km,朝阳网点,余杭网点,货物损坏,低
WLYD3456650,杭州南山区,上海南山区,杨洋,EMP_056,杨静贸易公司,顺丰速运,电子产品,零担,111kg,2.31m³,4596元,1547元,2025-10-03 17:42,2026-11-19 11:31,2025-10-03 17:42,2025-05-05 18:12,派送中,陈芳,1568km,天河网点,南山网点,重量异常,低
WLYD3653746,南京天河区,深圳鼓楼区,吴丽,EMP_023,王娜贸易公司,顺丰速运,服装,整车,3372kg,1.87m³,4450元,4137元,2026-01-28 01:16,2025-08-17 03:46,2026-01-28 01:16,2025-05-03 00:59,已退回,黄伟,1440km,浦东网点,天河网点,路线异常,中
WLYD1281750,杭州天河区,杭州南山区,吴磊,EMP_005,黄芳贸易公司,顺丰速运,化工品,整车,1561kg,9.50m³,1991元,979元,2026-02-09 15:12,2025-08-20 16:30,2026-02-09 15:12,2025-04-18 23:06,派送中,陈娜,1821km,朝阳网点,余杭网点,重量异常,中
WLYD3661361,北京朝阳区,杭州南山区,刘洋,EMP_051,吴伟贸易公司,顺丰速运,化工品,整车,1815kg,7.62m³,130元,219元,2026-10-24 03:40,2026-11-12 03:18,2026-10-24 03:40,2025-09-25 08:34,派送中,张娜,311km,鼓楼网点,天河网点,虚假签收,中
WLYD6205953,上海鼓楼区,上海天河区,李丽,EMP_042,杨强贸易公司,顺丰速运,化工品,整车,483kg,5.76m³,3887元,2803元,2026-12-24 00:32,2026-02-02 02:58,2026-12-24 00:32,2026-08-24 00:01,已签收,李磊,1469km,南山网点,天河网点,虚假签收,低
WLYD5456320,北京余杭区,深圳鼓楼区,张娜,EMP_050,黄静贸易公司,顺丰速运,服装,整车,1716kg,0.12m³,336元,2951元,2026-10-17 13:05,2025-08-04 11:20,2026-10-17 13:05,2026-04-08 17:50,已签收,王洋,186km,朝阳网点,余杭网点,包装破损,低
WLYD4580089,深圳天河区,上海南山区,王静,EMP_053,赵娜贸易公司,顺丰速运,食品,整车,4338kg,6.16m³,1797元,3958元,2026-01-19 19:40,2025-04-19 12:33,2026-01-19 19:40,2026-01-04 22:24,派送中,赵丽,1302km,天河网点,天河网点,包装破损,高
WLYD2444890,广州鼓楼区,上海鼓楼区,黄娜,EMP_033,赵静贸易公司,顺丰速运,建材,整车,3551kg,4.81m³,1613元,3479元,2026-09-19 07:46,2025-02-08 09:29,2026-09-19 07:46,2026-03-16 02:20,已签收,张静,1477km,浦东网点,南山网点,未及时签收,高
